marital,divorce,widowed,agekdbrn,happy,hapmar,hapcohab,age,degree,income,relgion,life
Married,Yes,No ,21,Pretyy Happy,Pretyy Happy,NA,48,High School,"$25,000 or more",None,Routine
Married,No ,No ,21,Pretyy Happy,Very Happy,NA,57,High School,"$25,000 or more",None,Routine
Married,No ,No ,20,Pretyy Happy,Pretyy Happy,NA,49,Graduate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,70,Bachelors,"$25,000 or more",Protestant,Exciting
Divorced,NA,No ,16,Not Too Happy,NA,Pretyy Happy,55,High School,"$10,000 to $14,999",None,Routine
Widowed,No ,NA,NA,Pretyy Happy,NA,NA,76,High School,Refused,Protestant,Routine
Divorced,NA,No ,NA,Pretyy Happy,NA,NA,56,Bachelors,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,48,High School,"$25,000 or more",Buddhism,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,45,Bachelors,"$25,000 or more",Inter-Nondenominational,Exciting
Divorced,NA,No ,28,Not Too Happy,NA,NA,61,Associate,"$25,000 or more",Protestant,Routine
Married,No ,No ,26,Pretyy Happy,Very Happy,NA,56,High School,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,20,Very Happy,NA,Very Happy,25,High School,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,Very Happy,49,Graduate,"$25,000 or more",Protestant,Exciting
Married,Yes,No ,23,Pretyy Happy,Pretyy Happy,NA,42,<High School,"$8,000 to $9,999",Christian,Exciting
Married,No ,No ,NA,Pretyy Happy,Pretyy Happy,NA,56,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,24,Pretyy Happy,NA,NA,69,Graduate,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,NA,Not Too Happy,NA,NA,63,Associate,"$25,000 or more",None,Routine
Divorced,NA,No ,21,Not Too Happy,NA,NA,75,High School,"$25,000 or more",Protestant,Routine
Widowed,No ,NA,34,Not Too Happy,NA,NA,42,Bachelors,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,28,Not Too Happy,NA,NA,46,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,27,Pretyy Happy,Very Happy,NA,34,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,17,Pretyy Happy,NA,Pretyy Happy,36,High School,"$10,000 to $14,999",None,Routine
Divorced,NA,No ,32,Not Too Happy,NA,NA,69,High School,"$3,000 to $3,999",None,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,74,Bachelors,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,28,Pretyy Happy,Pretyy Happy,NA,44,Graduate,"$25,000 or more",Jewish ,Routine
Divorced,NA,No ,NA,Pretyy Happy,NA,NA,63,<High School,"$10,000 to $14,999",None,Routine
Married,Yes,No ,24,Very Happy,Very Happy,NA,56,Associate,Refused,Protestant,Exciting
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,31,Graduate,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,71,High School,"$25,000 or more",None,Routine
Widowed,No ,NA,21,Not Too Happy,NA,NA,86,<High School,"$10,000 to $14,999",None,Exciting
Married,No ,No ,27,Pretyy Happy,Pretyy Happy,NA,40,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,28,Not Too Happy,Pretyy Happy,NA,77,High School,"$25,000 or more",Catholic ,Routine
Married,No ,No ,28,Pretyy Happy,Pretyy Happy,NA,34,Graduate,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,32,Not Too Happy,NA,NA,66,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,23,Pretyy Happy,NA,NA,33,Associate,"$5,000 to $5,999",None,Exciting
Never Married,NA,NA,20,Not Too Happy,NA,NA,23,High School,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,25,Pretyy Happy,Very Happy,NA,52,Graduate,"$25,000 or more",Protestant,Exciting
Divorced,NA,No ,30,Pretyy Happy,NA,NA,57,Graduate,Refused,Protestant,Exciting
Never Married,NA,NA,NA,Not Too Happy,NA,NA,24,High School,"$20,000 to $24,999",None,Routine
Married,Yes,No ,26,Very Happy,Very Happy,NA,65,Bachelors,Refused,None,Exciting
Divorced,NA,No ,31,Pretyy Happy,NA,NA,49,Bachelors,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,Pretyy Happy,26,Bachelors,"$25,000 or more",Catholic ,Routine
Married,No ,No ,25,Pretyy Happy,Very Happy,NA,34,Graduate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,27,High School,"$20,000 to $24,999",None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,22,High School,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,23,Very Happy,Very Happy,NA,52,<High School,"$25,000 or more",Protestant,Routine
Separated,NA,No ,18,Pretyy Happy,NA,NA,65,<High School,"$8,000 to $9,999",None,Dull
Married,Yes,No ,23,Very Happy,Very Happy,NA,62,High School,"$25,000 or more",Protestant,Exciting
Married,No ,No ,30,Very Happy,Pretyy Happy,NA,43,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,36,Pretyy Happy,Pretyy Happy,NA,64,High School,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,20,Pretyy Happy,Very Happy,NA,57,High School,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,20,High School,"$25,000 or more",None,Exciting
Never Married,NA,NA,NA,Very Happy,NA,Very Happy,30,Bachelors,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,28,Pretyy Happy,Pretyy Happy,NA,30,Bachelors,Refused,Protestant,Exciting
Married,No ,No ,36,Very Happy,Very Happy,NA,38,Bachelors,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,23,Very Happy,NA,NA,59,High School,"$1,000 to $2,999",None,Exciting
Married,No ,No ,NA,Very Happy,Very Happy,NA,54,Bachelors,Refused,None,Exciting
Married,No ,No ,25,Pretyy Happy,Very Happy,NA,71,High School,"$25,000 or more",Jewish ,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,43,High School,"$25,000 or more",Catholic ,Exciting
Divorced,NA,No ,NA,Very Happy,NA,NA,45,Graduate,"$25,000 or more",None,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,41,Graduate,"$25,000 or more",Protestant,Routine
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,61,Graduate,Refused,Protestant,Exciting
Divorced,NA,No ,NA,Not Too Happy,NA,NA,60,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,33,Pretyy Happy,Very Happy,NA,37,Bachelors,Refused,Buddhism,Exciting
Divorced,NA,No ,17,Not Too Happy,NA,NA,49,High School,"$25,000 or more",Christian,Routine
Married,No ,No ,28,Not Too Happy,Very Happy,NA,56,Associate,"$25,000 or more",Protestant,Exciting
Married,No ,No ,31,Pretyy Happy,Very Happy,NA,54,High School,Refused,Christian,Routine
Married,Yes,No ,22,Not Too Happy,Not Too Happy,NA,68,High School,"$25,000 or more",None,Dull
Widowed,No ,NA,22,Pretyy Happy,NA,NA,83,High School,"$20,000 to $24,999",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,34,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,Pretyy Happy,41,Bachelors,"$25,000 or more",None,Exciting
Married,No ,No ,24,Pretyy Happy,Very Happy,NA,34,Bachelors,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,22,Pretyy Happy,NA,Pretyy Happy,26,High School,"$6,000 to $6,999",Catholic ,Routine
Married,Yes,No ,27,Pretyy Happy,Very Happy,NA,36,Bachelors,"$25,000 or more",None,Routine
Married,Yes,No ,24,Pretyy Happy,Pretyy Happy,NA,83,Graduate,"$25,000 or more",Protestant,Exciting
Married,No ,No ,25,Very Happy,Pretyy Happy,NA,71,High School,"$25,000 or more",Protestant,Exciting
Married,No ,No ,NA,Very Happy,Very Happy,NA,52,Associate,"$25,000 or more",Catholic ,Routine
Married,No ,No ,NA,Very Happy,Very Happy,NA,68,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,45,Pretyy Happy,NA,NA,50,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,25,Pretyy Happy,Pretyy Happy,NA,55,Associate,Refused,Protestant,Routine
Divorced,NA,No ,20,Pretyy Happy,NA,NA,78,High School,"<$1,000",Protestant,Routine
Never Married,NA,NA,29,Pretyy Happy,NA,NA,38,Associate,"$15,000 to $19,999",None,Exciting
Married,Yes,No ,16,Pretyy Happy,Not Too Happy,NA,44,Graduate,"$10,000 to $14,999",Protestant,Routine
Married,No ,No ,26,Not Too Happy,Very Happy,NA,67,Graduate,Refused,Protestant,Exciting
Married,No ,No ,26,Pretyy Happy,Very Happy,NA,70,Graduate,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,29,Not Too Happy,Very Happy,NA,50,High School,"$25,000 or more",Catholic ,Routine
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,26,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,29,Pretyy Happy,Very Happy,NA,48,Associate,"$25,000 or more",None,Exciting
Married,No ,No ,21,Very Happy,Pretyy Happy,NA,36,High School,"$15,000 to $19,999",Protestant,Exciting
Divorced,NA,No ,22,Not Too Happy,NA,NA,70,High School,"$10,000 to $14,999",Protestant,Routine
Never Married,NA,NA,20,Pretyy Happy,NA,NA,59,High School,"$25,000 or more",None,Routine
Divorced,NA,No ,30,Not Too Happy,NA,NA,59,High School,"$15,000 to $19,999",None,Routine
Separated,NA,No ,20,Not Too Happy,NA,NA,49,<High School,"<$1,000",None,Routine
Married,Yes,No ,19,Not Too Happy,Pretyy Happy,NA,72,High School,"$25,000 or more",Protestant,Exciting
Divorced,NA,No ,NA,Pretyy Happy,NA,Pretyy Happy,44,Graduate,"$25,000 or more",Other,Exciting
Married,Yes,No ,21,Pretyy Happy,Not Too Happy,NA,62,High School,"$25,000 or more",Catholic ,Routine
Married,No ,No ,27,Very Happy,Very Happy,NA,74,Bachelors,"$25,000 or more",Other,Exciting
Widowed,Yes,NA,19,Not Too Happy,NA,NA,78,Associate,"$10,000 to $14,999",Protestant,Routine
Married,No ,No ,38,Pretyy Happy,Pretyy Happy,NA,70,Associate,"$25,000 or more",Protestant,Routine
Married,No ,No ,24,Very Happy,Very Happy,NA,78,<High School,"$25,000 or more",Protestant,Exciting
Divorced,NA,No ,17,Not Too Happy,NA,NA,65,<High School,"$10,000 to $14,999",Protestant,Routine
Divorced,NA,No ,24,Pretyy Happy,NA,NA,65,Associate,"$25,000 or more",Catholic ,Routine
Married,No ,No ,27,Very Happy,Very Happy,NA,60,Bachelors,Refused,Jewish ,Routine
Married,Yes,No ,22,Pretyy Happy,Very Happy,NA,70,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,18,Very Happy,Very Happy,NA,61,Graduate,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,35,Pretyy Happy,Very Happy,NA,37,Graduate,Refused,Hinduism,Routine
Married,Yes,No ,25,Pretyy Happy,Very Happy,NA,70,Associate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,Pretyy Happy,30,<High School,"<$1,000",Christian,Exciting
Married,No ,No ,20,Very Happy,Very Happy,NA,30,High School,"$25,000 or more",None,Dull
Divorced,NA,No ,17,Not Too Happy,NA,NA,66,Bachelors,"$25,000 or more",Protestant,Exciting
Married,Yes,Yes,24,Pretyy Happy,Pretyy Happy,NA,67,Bachelors,"$25,000 or more",Other,Exciting
Married,No ,No ,37,Pretyy Happy,Very Happy,NA,67,Graduate,Refused,None,Exciting
Widowed,No ,NA,26,Pretyy Happy,NA,NA,81,Associate,"<$1,000",Catholic ,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,45,Bachelors,"$15,000 to $19,999",Buddhism,Exciting
Never Married,NA,NA,17,Not Too Happy,NA,NA,42,High School,"$15,000 to $19,999",None,Routine
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,30,High School,"$20,000 to $24,999",Protestant,Exciting
Divorced,NA,No ,24,Not Too Happy,NA,NA,66,High School,"$25,000 or more",Catholic ,Exciting
Widowed,No ,NA,28,Pretyy Happy,NA,NA,70,Bachelors,"$25,000 or more",None,Routine
Married,No ,No ,28,Pretyy Happy,Very Happy,NA,79,Bachelors,"$25,000 or more",None,Exciting
Married,No ,No ,25,Pretyy Happy,Very Happy,NA,62,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,32,Pretyy Happy,Very Happy,NA,41,Graduate,Refused,None,Exciting
Married,Yes,No ,35,Pretyy Happy,Pretyy Happy,NA,69,Bachelors,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,16,Pretyy Happy,NA,NA,60,High School,"$25,000 or more",Other,Routine
Divorced,NA,No ,21,Pretyy Happy,NA,Very Happy,66,High School,"$20,000 to $24,999",Protestant,Routine
Divorced,NA,No ,20,Pretyy Happy,NA,NA,58,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,33,Pretyy Happy,Very Happy,NA,62,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,34,Very Happy,Very Happy,NA,51,Associate,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,60,Graduate,"<$1,000",None,Exciting
Married,No ,No ,34,Not Too Happy,Pretyy Happy,NA,46,Graduate,Refused,Catholic ,Routine
Widowed,Yes,NA,18,Pretyy Happy,NA,NA,34,High School,"$15,000 to $19,999",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,54,<High School,"$15,000 to $19,999",Protestant,Routine
Never Married,NA,NA,23,Not Too Happy,NA,NA,28,High School,"$25,000 or more",Protestant,Exciting
Married,No ,No ,30,Pretyy Happy,Very Happy,NA,35,Associate,"$25,000 or more",Orthodox-Christian,Routine
Married,Yes,No ,21,Pretyy Happy,Very Happy,NA,34,Bachelors,"$25,000 or more",Catholic ,Routine
Widowed,Yes,NA,33,Pretyy Happy,NA,NA,72,Graduate,"$25,000 or more",Jewish ,Routine
Married,No ,No ,29,Very Happy,Very Happy,NA,66,Graduate,Refused,Catholic ,Exciting
Never Married,NA,NA,25,Pretyy Happy,NA,Pretyy Happy,42,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,27,Bachelors,"$25,000 or more",Protestant,Routine
Married,Yes,No ,19,Pretyy Happy,Pretyy Happy,NA,64,Associate,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,33,Very Happy,NA,NA,49,High School,Refused,Christian,Routine
Married,Yes,No ,36,Very Happy,Very Happy,NA,40,Graduate,Refused,Protestant,Exciting
Divorced,NA,No ,NA,Not Too Happy,NA,NA,55,Bachelors,"$25,000 or more",None,Routine
Married,No ,No ,33,Very Happy,Very Happy,NA,68,High School,"$25,000 or more",Catholic ,Routine
Married,No ,No ,36,Pretyy Happy,Very Happy,NA,67,Associate,"$25,000 or more",Catholic ,Exciting
Married,Yes,No ,NA,Pretyy Happy,Pretyy Happy,NA,70,Graduate,"$25,000 or more",None,Routine
Never Married,NA,NA,17,Not Too Happy,NA,NA,44,<High School,"$25,000 or more",None,Routine
Divorced,NA,No ,25,Very Happy,NA,Very Happy,70,High School,"$20,000 to $24,999",Catholic ,Routine
Married,Yes,No ,25,Pretyy Happy,Very Happy,NA,70,High School,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,41,Associate,"$25,000 or more",Catholic ,Routine
Widowed,Yes,NA,20,Pretyy Happy,NA,NA,78,<High School,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,27,Pretyy Happy,Very Happy,NA,58,Bachelors,"$25,000 or more",None,Exciting
Divorced,NA,No ,33,Pretyy Happy,NA,NA,67,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,24,Pretyy Happy,Pretyy Happy,NA,41,Bachelors,"$25,000 or more",Protestant,Routine
Widowed,No ,NA,20,Pretyy Happy,NA,Very Happy,79,Associate,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,21,Not Too Happy,NA,NA,59,Associate,"$15,000 to $19,999",Protestant,Routine
Married,Yes,No ,21,Pretyy Happy,Very Happy,NA,71,Associate,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,33,Pretyy Happy,Pretyy Happy,NA,55,Graduate,Refused,Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,29,Graduate,"$25,000 or more",None,Routine
Never Married,NA,NA,20,Not Too Happy,NA,NA,43,High School,"$1,000 to $2,999",Catholic ,Routine
Widowed,No ,NA,22,Not Too Happy,NA,NA,75,High School,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,22,Pretyy Happy,NA,Pretyy Happy,66,High School,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,35,High School,"$25,000 or more",None,Dull
Separated,NA,No ,21,Not Too Happy,NA,NA,57,High School,"<$1,000",Protestant,Routine
Divorced,NA,No ,20,Pretyy Happy,NA,NA,58,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,39,Very Happy,Very Happy,NA,41,Bachelors,"$25,000 or more",Other Eatsern Religions,Routine
Widowed,No ,NA,25,Not Too Happy,NA,NA,74,High School,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,NA,Not Too Happy,NA,NA,49,Bachelors,Refused,Catholic ,Routine
Divorced,NA,No ,20,Pretyy Happy,NA,NA,53,High School,"$10,000 to $14,999",Protestant,Routine
Married,Yes,No ,25,Very Happy,Very Happy,NA,67,Graduate,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,18,Pretyy Happy,NA,Very Happy,58,High School,"$20,000 to $24,999",Protestant,Routine
Married,Yes,No ,23,Pretyy Happy,Pretyy Happy,NA,66,High School,"$25,000 or more",Christian,Routine
Married,No ,No ,22,Very Happy,Very Happy,NA,63,Graduate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,33,Graduate,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,21,Not Too Happy,NA,NA,48,<High School,"$20,000 to $24,999",Protestant,Routine
Married,No ,No ,27,Pretyy Happy,Pretyy Happy,NA,62,Associate,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,NA,Very Happy,NA,NA,75,Bachelors,"$25,000 or more",Buddhism,Exciting
Divorced,NA,No ,20,Not Too Happy,NA,NA,64,High School,"$10,000 to $14,999",None,Routine
Married,No ,No ,NA,Pretyy Happy,Pretyy Happy,NA,33,Bachelors,"$25,000 or more",None,Exciting
Never Married,NA,NA,NA,Very Happy,NA,NA,21,<High School,"$1,000 to $2,999",Protestant,Exciting
Separated,NA,No ,34,Pretyy Happy,NA,NA,72,Bachelors,"$25,000 or more",None,Exciting
Married,No ,No ,23,Not Too Happy,Not Too Happy,NA,49,<High School,"$25,000 or more",Protestant,Dull
Never Married,NA,NA,NA,Not Too Happy,NA,NA,44,High School,"$20,000 to $24,999",Catholic ,Exciting
Never Married,NA,NA,22,Not Too Happy,NA,NA,36,Bachelors,"$25,000 or more",None,Routine
Separated,NA,No ,25,Not Too Happy,NA,NA,40,High School,"$25,000 or more",Christian,Exciting
Never Married,NA,NA,23,Not Too Happy,NA,NA,51,High School,"$20,000 to $24,999",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,63,<High School,"$3,000 to $3,999",Other,Exciting
Married,No ,No ,22,Very Happy,Very Happy,NA,70,Graduate,"$25,000 or more",Protestant,Exciting
Divorced,NA,No ,26,Not Too Happy,NA,NA,55,Associate,"$25,000 or more",Protestant,Routine
Separated,NA,No ,34,Pretyy Happy,NA,NA,59,Bachelors,"$25,000 or more",None,Exciting
Married,No ,No ,27,Pretyy Happy,Very Happy,NA,61,Associate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,35,Graduate,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,34,Graduate,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,71,Graduate,"$25,000 or more",None,Dull
Divorced,NA,No ,25,Pretyy Happy,NA,NA,73,Associate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,20,<High School,"$25,000 or more",None,Routine
Married,No ,No ,NA,Very Happy,Very Happy,NA,86,Graduate,"$25,000 or more",Protestant,Exciting
Widowed,No ,NA,18,Pretyy Happy,NA,NA,75,<High School,"$20,000 to $24,999",Protestant,Dull
Married,Yes,No ,24,Pretyy Happy,Pretyy Happy,NA,62,High School,"$15,000 to $19,999",Protestant,Routine
Never Married,NA,NA,NA,Very Happy,NA,Pretyy Happy,29,Bachelors,"$25,000 or more",Catholic ,Routine
Married,No ,No ,24,Pretyy Happy,Very Happy,NA,69,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,34,Pretyy Happy,Pretyy Happy,NA,39,Bachelors,Refused,None,Routine
Separated,NA,No ,21,Pretyy Happy,NA,NA,55,High School,"$20,000 to $24,999",Protestant,Exciting
Never Married,NA,NA,23,Not Too Happy,NA,NA,24,High School,"$25,000 or more",None,Routine
Divorced,NA,No ,NA,Very Happy,NA,Very Happy,48,Graduate,"$25,000 or more",None,Routine
Married,No ,No ,26,Pretyy Happy,Pretyy Happy,NA,31,Bachelors,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,20,Pretyy Happy,NA,NA,46,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,24,High School,"$15,000 to $19,999",Muslim,Routine
Married,No ,No ,29,Pretyy Happy,Pretyy Happy,NA,70,Bachelors,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,22,Very Happy,NA,Pretyy Happy,28,Associate,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,24,Not Too Happy,Pretyy Happy,NA,65,Associate,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,20,Pretyy Happy,NA,NA,25,High School,"$5,000 to $5,999",None,Dull
Never Married,NA,NA,NA,Pretyy Happy,NA,Very Happy,28,Bachelors,"$25,000 or more",None,Exciting
Married,No ,No ,20,Pretyy Happy,Very Happy,NA,70,High School,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,29,Very Happy,Very Happy,NA,32,Bachelors,"$20,000 to $24,999",Muslim,Routine
Separated,NA,No ,18,Not Too Happy,NA,NA,42,High School,"$10,000 to $14,999",Protestant,Dull
Widowed,No ,NA,NA,Not Too Happy,NA,NA,84,Graduate,"$25,000 or more",None,Exciting
Never Married,NA,NA,NA,Very Happy,NA,NA,31,Bachelors,"$25,000 or more",None,Routine
Married,Yes,No ,19,Pretyy Happy,Very Happy,NA,76,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,NA,Pretyy Happy,Pretyy Happy,NA,70,Graduate,"$25,000 or more",Jewish ,Routine
Never Married,NA,NA,25,Pretyy Happy,NA,Very Happy,39,Bachelors,"$25,000 or more",None,Routine
Divorced,NA,No ,21,Very Happy,NA,NA,69,Bachelors,"$20,000 to $24,999",None,Exciting
Married,No ,No ,38,Very Happy,Very Happy,NA,59,Graduate,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,58,Graduate,"$25,000 or more",Protestant,Exciting
Married,Yes,No ,20,Very Happy,Very Happy,NA,44,Bachelors,"$25,000 or more",None,Exciting
Never Married,NA,NA,NA,Not Too Happy,NA,NA,20,High School,"$20,000 to $24,999",Catholic ,Exciting
Never Married,NA,NA,NA,Not Too Happy,NA,NA,34,High School,"$25,000 or more",None,Routine
Married,No ,No ,NA,Pretyy Happy,Pretyy Happy,NA,56,High School,"$25,000 or more",None,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,35,Bachelors,"$25,000 or more",Catholic ,Routine
