"","marital","divorce","widowed","agekdbrn","happy","hapmar","hapcohab","age","degree","income","relgion","life"
"1371","Married","Yes","No ",NA,"Pretyy Happy","Very Happy",NA,69,"Bachelors","$25,000 or more","None","Routine"
"1372","Divorced",NA,"No ",27,"Pretyy Happy",NA,NA,68,"High School","$25,000 or more","Protestant","Routine"
"1373","Married","No ","No ",20,"Very Happy","Very Happy",NA,33,"High School","$25,000 or more","None","Routine"
"1374","Married","Yes","No ",29,"Pretyy Happy","Pretyy Happy",NA,75,"High School","$25,000 or more","None","Routine"
"1375","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,20,"High School","Refused","None","Routine"
"1376","Married","No ","No ",NA,"Pretyy Happy","Pretyy Happy",NA,51,"Bachelors","Refused","None","Routine"
"1377","Divorced",NA,"No ",32,"Pretyy Happy",NA,NA,66,"High School","$15,000 to $19,999","Protestant","Exciting"
"1378","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,37,"Bachelors","$25,000 or more","Catholic ","Routine"
"1379","Married","No ","No ",27,"Pretyy Happy","Pretyy Happy",NA,64,"Bachelors","$25,000 or more","None","Exciting"
"1380","Divorced",NA,"No ",19,"Not Too Happy",NA,"Not Too Happy",45,"High School","$25,000 or more","None","Routine"
"1381","Divorced",NA,"No ",20,"Not Too Happy",NA,NA,67,"High School","$25,000 or more","Catholic ","Dull"
"1382","Married","No ","No ",30,"Pretyy Happy","Pretyy Happy",NA,47,"Bachelors","$25,000 or more","None","Dull"
"1383","Married","No ","No ",20,"Very Happy","Very Happy",NA,77,"High School","$25,000 or more","Protestant","Exciting"
"1384","Widowed","No ",NA,28,"Pretyy Happy",NA,NA,83,"Graduate","$25,000 or more","Protestant","Exciting"
"1385","Married","No ","No ",28,"Very Happy","Pretyy Happy",NA,79,"Graduate","Refused","Hinduism","Routine"
"1386","Married","No ","No ",NA,"Pretyy Happy","Pretyy Happy",NA,31,"Bachelors","$25,000 or more","None","Routine"
"1387","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,63,"Bachelors","$25,000 or more","Protestant","Exciting"
"1388","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,33,"High School","$25,000 or more","None","Routine"
"1389","Married","Yes","No ",19,"Pretyy Happy","Pretyy Happy",NA,67,"High School","$20,000 to $24,999","Protestant","Routine"
"1390","Married","Yes","No ",32,"Very Happy","Very Happy",NA,45,"Bachelors","$25,000 or more","Protestant","Exciting"
"1391","Divorced",NA,"No ",16,"Not Too Happy",NA,NA,55,"<High School","$15,000 to $19,999","None","Exciting"
"1392","Never Married",NA,NA,25,"Pretyy Happy",NA,NA,43,"High School","$25,000 or more","None","Routine"
"1393","Married","No ","No ",37,"Pretyy Happy","Very Happy",NA,39,"Graduate","Refused","Orthodox-Christian","Exciting"
"1394","Married","No ","No ",26,"Pretyy Happy","Very Happy",NA,71,"Graduate","$25,000 or more","Protestant","Exciting"
"1395","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,47,"Bachelors","$25,000 or more","Buddhism","Routine"
"1396","Widowed","Yes",NA,21,"Pretyy Happy",NA,"Pretyy Happy",63,"Associate","$20,000 to $24,999","Catholic ","Routine"
"1397","Married","No ","No ",NA,"Not Too Happy","Very Happy",NA,26,"High School","$25,000 or more","Catholic ","Dull"
"1398","Married","Yes","No ",21,"Pretyy Happy","Pretyy Happy",NA,48,"High School","$25,000 or more","None","Routine"
"1399","Married","No ","No ",21,"Pretyy Happy","Very Happy",NA,57,"High School","$25,000 or more","None","Routine"
"1400","Married","No ","No ",20,"Pretyy Happy","Pretyy Happy",NA,49,"Graduate","$25,000 or more","Protestant","Routine"
"1401","Never Married",NA,NA,NA,"Very Happy",NA,NA,70,"Bachelors","$25,000 or more","Protestant","Exciting"
"1402","Divorced",NA,"No ",16,"Not Too Happy",NA,"Pretyy Happy",55,"High School","$10,000 to $14,999","None","Routine"
"1403","Widowed","No ",NA,NA,"Pretyy Happy",NA,NA,76,"High School","Refused","Protestant","Routine"
"1404","Divorced",NA,"No ",NA,"Pretyy Happy",NA,NA,56,"Bachelors","$25,000 or more","Protestant","Exciting"
"1405","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,48,"High School","$25,000 or more","Buddhism","Routine"
"1406","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,45,"Bachelors","$25,000 or more","Inter-Nondenominational","Exciting"
"1407","Divorced",NA,"No ",28,"Not Too Happy",NA,NA,61,"Associate","$25,000 or more","Protestant","Routine"
"1408","Married","No ","No ",26,"Pretyy Happy","Very Happy",NA,56,"High School","$25,000 or more","Protestant","Exciting"
"1409","Never Married",NA,NA,20,"Very Happy",NA,"Very Happy",25,"High School","$25,000 or more","Catholic ","Routine"
"1410","Never Married",NA,NA,NA,"Pretyy Happy",NA,"Very Happy",49,"Graduate","$25,000 or more","Protestant","Exciting"
"1411","Married","Yes","No ",23,"Pretyy Happy","Pretyy Happy",NA,42,"<High School","$8,000 to $9,999","Christian","Exciting"
"1412","Married","No ","No ",NA,"Pretyy Happy","Pretyy Happy",NA,56,"Bachelors","$25,000 or more","None","Routine"
"1413","Never Married",NA,NA,24,"Pretyy Happy",NA,NA,69,"Graduate","$25,000 or more","Protestant","Routine"
"1414","Divorced",NA,"No ",NA,"Not Too Happy",NA,NA,63,"Associate","$25,000 or more","None","Routine"
"1415","Divorced",NA,"No ",21,"Not Too Happy",NA,NA,75,"High School","$25,000 or more","Protestant","Routine"
"1416","Widowed","No ",NA,34,"Not Too Happy",NA,NA,42,"Bachelors","$25,000 or more","Catholic ","Routine"
"1417","Divorced",NA,"No ",28,"Not Too Happy",NA,NA,46,"High School","$25,000 or more","Protestant","Routine"
"1418","Married","No ","No ",27,"Pretyy Happy","Very Happy",NA,34,"Bachelors","$25,000 or more","None","Routine"
"1419","Never Married",NA,NA,17,"Pretyy Happy",NA,"Pretyy Happy",36,"High School","$10,000 to $14,999","None","Routine"
"1420","Divorced",NA,"No ",32,"Not Too Happy",NA,NA,69,"High School","$3,000 to $3,999","None","Routine"
"1421","Never Married",NA,NA,NA,"Very Happy",NA,NA,74,"Bachelors","$25,000 or more","Catholic ","Exciting"
"1422","Married","No ","No ",28,"Pretyy Happy","Pretyy Happy",NA,44,"Graduate","$25,000 or more","Jewish ","Routine"
"1423","Divorced",NA,"No ",NA,"Pretyy Happy",NA,NA,63,"<High School","$10,000 to $14,999","None","Routine"
"1424","Married","Yes","No ",24,"Very Happy","Very Happy",NA,56,"Associate","Refused","Protestant","Exciting"
"1425","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,31,"Graduate","$25,000 or more","None","Routine"
"1426","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,71,"High School","$25,000 or more","None","Routine"
"1427","Widowed","No ",NA,21,"Not Too Happy",NA,NA,86,"<High School","$10,000 to $14,999","None","Exciting"
"1428","Married","No ","No ",27,"Pretyy Happy","Pretyy Happy",NA,40,"High School","$25,000 or more","Protestant","Routine"
"1429","Married","No ","No ",28,"Not Too Happy","Pretyy Happy",NA,77,"High School","$25,000 or more","Catholic ","Routine"
"1430","Married","No ","No ",28,"Pretyy Happy","Pretyy Happy",NA,34,"Graduate","$25,000 or more","Protestant","Routine"
"1431","Divorced",NA,"No ",32,"Not Too Happy",NA,NA,66,"High School","$25,000 or more","Protestant","Routine"
"1432","Never Married",NA,NA,23,"Pretyy Happy",NA,NA,33,"Associate","$5,000 to $5,999","None","Exciting"
"1433","Never Married",NA,NA,20,"Not Too Happy",NA,NA,23,"High School","$25,000 or more","Catholic ","Routine"
"1434","Married","Yes","No ",25,"Pretyy Happy","Very Happy",NA,52,"Graduate","$25,000 or more","Protestant","Exciting"
"1435","Divorced",NA,"No ",30,"Pretyy Happy",NA,NA,57,"Graduate","Refused","Protestant","Exciting"
"1436","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,24,"High School","$20,000 to $24,999","None","Routine"
"1437","Married","Yes","No ",26,"Very Happy","Very Happy",NA,65,"Bachelors","Refused","None","Exciting"
"1438","Divorced",NA,"No ",31,"Pretyy Happy",NA,NA,49,"Bachelors","$25,000 or more","Protestant","Exciting"
"1439","Never Married",NA,NA,NA,"Pretyy Happy",NA,"Pretyy Happy",26,"Bachelors","$25,000 or more","Catholic ","Routine"
"1440","Married","No ","No ",25,"Pretyy Happy","Very Happy",NA,34,"Graduate","$25,000 or more","Protestant","Routine"
"1441","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,27,"High School","$20,000 to $24,999","None","Routine"
"1442","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,22,"High School","$25,000 or more","Catholic ","Routine"
"1443","Married","Yes","No ",23,"Very Happy","Very Happy",NA,52,"<High School","$25,000 or more","Protestant","Routine"
"1444","Separated",NA,"No ",18,"Pretyy Happy",NA,NA,65,"<High School","$8,000 to $9,999","None","Dull"
"1445","Married","Yes","No ",23,"Very Happy","Very Happy",NA,62,"High School","$25,000 or more","Protestant","Exciting"
"1446","Married","No ","No ",30,"Very Happy","Pretyy Happy",NA,43,"Bachelors","$25,000 or more","Protestant","Routine"
"1447","Married","No ","No ",36,"Pretyy Happy","Pretyy Happy",NA,64,"High School","$25,000 or more","Catholic ","Routine"
"1448","Married","Yes","No ",20,"Pretyy Happy","Very Happy",NA,57,"High School","$25,000 or more","Protestant","Exciting"
"1449","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,20,"High School","$25,000 or more","None","Exciting"
"1450","Never Married",NA,NA,NA,"Very Happy",NA,"Very Happy",30,"Bachelors","$25,000 or more","Catholic ","Exciting"
"1451","Married","No ","No ",28,"Pretyy Happy","Pretyy Happy",NA,30,"Bachelors","Refused","Protestant","Exciting"
"1452","Married","No ","No ",36,"Very Happy","Very Happy",NA,38,"Bachelors","$25,000 or more","Protestant","Routine"
"1453","Divorced",NA,"No ",23,"Very Happy",NA,NA,59,"High School","$1,000 to $2,999","None","Exciting"
"1454","Married","No ","No ",NA,"Very Happy","Very Happy",NA,54,"Bachelors","Refused","None","Exciting"
"1455","Married","No ","No ",25,"Pretyy Happy","Very Happy",NA,71,"High School","$25,000 or more","Jewish ","Routine"
"1456","Never Married",NA,NA,NA,"Very Happy",NA,NA,43,"High School","$25,000 or more","Catholic ","Exciting"
"1457","Divorced",NA,"No ",NA,"Very Happy",NA,NA,45,"Graduate","$25,000 or more","None","Exciting"
"1458","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,41,"Graduate","$25,000 or more","Protestant","Routine"
"1459","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,61,"Graduate","Refused","Protestant","Exciting"
"1460","Divorced",NA,"No ",NA,"Not Too Happy",NA,NA,60,"High School","$25,000 or more","Protestant","Routine"
"1461","Married","No ","No ",33,"Pretyy Happy","Very Happy",NA,37,"Bachelors","Refused","Buddhism","Exciting"
"1462","Divorced",NA,"No ",17,"Not Too Happy",NA,NA,49,"High School","$25,000 or more","Christian","Routine"
"1463","Married","No ","No ",28,"Not Too Happy","Very Happy",NA,56,"Associate","$25,000 or more","Protestant","Exciting"
"1464","Married","No ","No ",31,"Pretyy Happy","Very Happy",NA,54,"High School","Refused","Christian","Routine"
"1465","Married","Yes","No ",22,"Not Too Happy","Not Too Happy",NA,68,"High School","$25,000 or more","None","Dull"
"1466","Widowed","No ",NA,22,"Pretyy Happy",NA,NA,83,"High School","$20,000 to $24,999","Protestant","Routine"
"1467","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,34,"Bachelors","$25,000 or more","None","Routine"
"1468","Never Married",NA,NA,NA,"Pretyy Happy",NA,"Pretyy Happy",41,"Bachelors","$25,000 or more","None","Exciting"
"1469","Married","No ","No ",24,"Pretyy Happy","Very Happy",NA,34,"Bachelors","$25,000 or more","Protestant","Routine"
"1470","Never Married",NA,NA,22,"Pretyy Happy",NA,"Pretyy Happy",26,"High School","$6,000 to $6,999","Catholic ","Routine"
"1471","Married","Yes","No ",27,"Pretyy Happy","Very Happy",NA,36,"Bachelors","$25,000 or more","None","Routine"
"1472","Married","Yes","No ",24,"Pretyy Happy","Pretyy Happy",NA,83,"Graduate","$25,000 or more","Protestant","Exciting"
"1473","Married","No ","No ",25,"Very Happy","Pretyy Happy",NA,71,"High School","$25,000 or more","Protestant","Exciting"
"1474","Married","No ","No ",NA,"Very Happy","Very Happy",NA,52,"Associate","$25,000 or more","Catholic ","Routine"
"1475","Married","No ","No ",NA,"Very Happy","Very Happy",NA,68,"Bachelors","$25,000 or more","None","Routine"
"1476","Never Married",NA,NA,45,"Pretyy Happy",NA,NA,50,"High School","$25,000 or more","Protestant","Routine"
"1477","Married","No ","No ",25,"Pretyy Happy","Pretyy Happy",NA,55,"Associate","Refused","Protestant","Routine"
"1478","Divorced",NA,"No ",20,"Pretyy Happy",NA,NA,78,"High School","<$1,000","Protestant","Routine"
"1479","Never Married",NA,NA,29,"Pretyy Happy",NA,NA,38,"Associate","$15,000 to $19,999","None","Exciting"
"1480","Married","Yes","No ",16,"Pretyy Happy","Not Too Happy",NA,44,"Graduate","$10,000 to $14,999","Protestant","Routine"
"1481","Married","No ","No ",26,"Not Too Happy","Very Happy",NA,67,"Graduate","Refused","Protestant","Exciting"
"1482","Married","No ","No ",26,"Pretyy Happy","Very Happy",NA,70,"Graduate","$25,000 or more","Catholic ","Exciting"
"1483","Married","No ","No ",29,"Not Too Happy","Very Happy",NA,50,"High School","$25,000 or more","Catholic ","Routine"
"1484","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,26,"Bachelors","$25,000 or more","Protestant","Exciting"
"1485","Married","No ","No ",29,"Pretyy Happy","Very Happy",NA,48,"Associate","$25,000 or more","None","Exciting"
"1486","Married","No ","No ",21,"Very Happy","Pretyy Happy",NA,36,"High School","$15,000 to $19,999","Protestant","Exciting"
"1487","Divorced",NA,"No ",22,"Not Too Happy",NA,NA,70,"High School","$10,000 to $14,999","Protestant","Routine"
"1488","Never Married",NA,NA,20,"Pretyy Happy",NA,NA,59,"High School","$25,000 or more","None","Routine"
"1489","Divorced",NA,"No ",30,"Not Too Happy",NA,NA,59,"High School","$15,000 to $19,999","None","Routine"
"1490","Separated",NA,"No ",20,"Not Too Happy",NA,NA,49,"<High School","<$1,000","None","Routine"
"1491","Married","Yes","No ",19,"Not Too Happy","Pretyy Happy",NA,72,"High School","$25,000 or more","Protestant","Exciting"
"1492","Divorced",NA,"No ",NA,"Pretyy Happy",NA,"Pretyy Happy",44,"Graduate","$25,000 or more","Other","Exciting"
"1493","Married","Yes","No ",21,"Pretyy Happy","Not Too Happy",NA,62,"High School","$25,000 or more","Catholic ","Routine"
"1494","Married","No ","No ",27,"Very Happy","Very Happy",NA,74,"Bachelors","$25,000 or more","Other","Exciting"
"1495","Widowed","Yes",NA,19,"Not Too Happy",NA,NA,78,"Associate","$10,000 to $14,999","Protestant","Routine"
"1496","Married","No ","No ",38,"Pretyy Happy","Pretyy Happy",NA,70,"Associate","$25,000 or more","Protestant","Routine"
"1497","Married","No ","No ",24,"Very Happy","Very Happy",NA,78,"<High School","$25,000 or more","Protestant","Exciting"
"1498","Divorced",NA,"No ",17,"Not Too Happy",NA,NA,65,"<High School","$10,000 to $14,999","Protestant","Routine"
"1499","Divorced",NA,"No ",24,"Pretyy Happy",NA,NA,65,"Associate","$25,000 or more","Catholic ","Routine"
"1500","Married","No ","No ",27,"Very Happy","Very Happy",NA,60,"Bachelors","Refused","Jewish ","Routine"
"1501","Married","Yes","No ",22,"Pretyy Happy","Very Happy",NA,70,"Bachelors","$25,000 or more","Protestant","Exciting"
"1502","Married","No ","No ",18,"Very Happy","Very Happy",NA,61,"Graduate","$25,000 or more","Catholic ","Routine"
"1503","Married","Yes","No ",35,"Pretyy Happy","Very Happy",NA,37,"Graduate","Refused","Hinduism","Routine"
"1504","Married","Yes","No ",25,"Pretyy Happy","Very Happy",NA,70,"Associate","$25,000 or more","Protestant","Routine"
"1505","Never Married",NA,NA,NA,"Not Too Happy",NA,"Pretyy Happy",30,"<High School","<$1,000","Christian","Exciting"
"1506","Married","No ","No ",20,"Very Happy","Very Happy",NA,30,"High School","$25,000 or more","None","Dull"
"1507","Divorced",NA,"No ",17,"Not Too Happy",NA,NA,66,"Bachelors","$25,000 or more","Protestant","Exciting"
"1508","Married","Yes","Yes",24,"Pretyy Happy","Pretyy Happy",NA,67,"Bachelors","$25,000 or more","Other","Exciting"
"1509","Married","No ","No ",37,"Pretyy Happy","Very Happy",NA,67,"Graduate","Refused","None","Exciting"
"1510","Widowed","No ",NA,26,"Pretyy Happy",NA,NA,81,"Associate","<$1,000","Catholic ","Routine"
"1511","Never Married",NA,NA,NA,"Very Happy",NA,NA,45,"Bachelors","$15,000 to $19,999","Buddhism","Exciting"
"1512","Never Married",NA,NA,17,"Not Too Happy",NA,NA,42,"High School","$15,000 to $19,999","None","Routine"
"1513","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,30,"High School","$20,000 to $24,999","Protestant","Exciting"
"1514","Divorced",NA,"No ",24,"Not Too Happy",NA,NA,66,"High School","$25,000 or more","Catholic ","Exciting"
"1515","Widowed","No ",NA,28,"Pretyy Happy",NA,NA,70,"Bachelors","$25,000 or more","None","Routine"
"1516","Married","No ","No ",28,"Pretyy Happy","Very Happy",NA,79,"Bachelors","$25,000 or more","None","Exciting"
"1517","Married","No ","No ",25,"Pretyy Happy","Very Happy",NA,62,"Bachelors","$25,000 or more","Protestant","Routine"
"1518","Married","No ","No ",32,"Pretyy Happy","Very Happy",NA,41,"Graduate","Refused","None","Exciting"
"1519","Married","Yes","No ",35,"Pretyy Happy","Pretyy Happy",NA,69,"Bachelors","$25,000 or more","Catholic ","Routine"
"1520","Divorced",NA,"No ",16,"Pretyy Happy",NA,NA,60,"High School","$25,000 or more","Other","Routine"
"1521","Divorced",NA,"No ",21,"Pretyy Happy",NA,"Very Happy",66,"High School","$20,000 to $24,999","Protestant","Routine"
"1522","Divorced",NA,"No ",20,"Pretyy Happy",NA,NA,58,"Bachelors","$25,000 or more","Protestant","Routine"
"1523","Married","No ","No ",33,"Pretyy Happy","Very Happy",NA,62,"Bachelors","$25,000 or more","Protestant","Exciting"
"1524","Married","No ","No ",34,"Very Happy","Very Happy",NA,51,"Associate","$25,000 or more","Protestant","Exciting"
"1525","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,60,"Graduate","<$1,000","None","Exciting"
"1526","Married","No ","No ",34,"Not Too Happy","Pretyy Happy",NA,46,"Graduate","Refused","Catholic ","Routine"
"1527","Widowed","Yes",NA,18,"Pretyy Happy",NA,NA,34,"High School","$15,000 to $19,999","Protestant","Routine"
"1528","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,54,"<High School","$15,000 to $19,999","Protestant","Routine"
"1529","Never Married",NA,NA,23,"Not Too Happy",NA,NA,28,"High School","$25,000 or more","Protestant","Exciting"
"1530","Married","No ","No ",30,"Pretyy Happy","Very Happy",NA,35,"Associate","$25,000 or more","Orthodox-Christian","Routine"
"1531","Married","Yes","No ",21,"Pretyy Happy","Very Happy",NA,34,"Bachelors","$25,000 or more","Catholic ","Routine"
"1532","Widowed","Yes",NA,33,"Pretyy Happy",NA,NA,72,"Graduate","$25,000 or more","Jewish ","Routine"
"1533","Married","No ","No ",29,"Very Happy","Very Happy",NA,66,"Graduate","Refused","Catholic ","Exciting"
"1534","Never Married",NA,NA,25,"Pretyy Happy",NA,"Pretyy Happy",42,"Bachelors","$25,000 or more","None","Routine"
"1535","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,27,"Bachelors","$25,000 or more","Protestant","Routine"
"1536","Married","Yes","No ",19,"Pretyy Happy","Pretyy Happy",NA,64,"Associate","$25,000 or more","Catholic ","Routine"
